Startup Name,Link,Country,Category,Social Links,Pitch
Aumor Perfeito,https://websummit.com/appearances/lis24/5f331c96-5d62-41b6-87b3-5bfd61c5c378/aumor-perfeito,Brazil,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/aumor-perfeito', 'com/aumorperfeito': 'https://instagram.com/aumorperfeito', 'io': 'https://aumor.io'}","We connect people with trusted NGOs and business partners, making pet adoption simple and safe. Your best buddy is just one click away!"
Aurora Music,https://websummit.com/appearances/lis24/cc695073-d3c1-433a-b829-270d850f20f7/aurora-music,Portugal,Entertainment & media,"{'linkedin': 'https://www.linkedin.com/company/aurora-music-app/?viewAsMember=true', 'com/auroramusic': 'https://x.com/auroramusic.app', 'facebook': 'https://www.facebook.com/auroramusic.app', 'auroramusic': 'https://www.auroramusic.com.br'}","Aurora Music helps artists break out faster, making songwriting quick and dynamic while keeping them in control"
Autentik AI,https://websummit.com/appearances/lis24/b729f27c-45f2-4c13-96b6-368b869fd197/autentik-ai,United Kingdom,SaaS,"{'linkedin': 'https://www.linkedin.com/company/autentik-ai', 'crunchbase': 'https://www.crunchbase.com/organization/autentik-ai', 'com/Autentik_AI': 'https://x.com/Autentik_AI', 'ai': 'https://autentik.ai'}",We help companies that care about Neuroinclusion to improve communication and executive functioning using AI
auto.mates solutions GmbH,https://websummit.com/appearances/lis24/90ed03f4-e160-4b89-a8ba-4d305a93509e/auto.mates-solutions-gmbh,Germany,SaaS,{'de/en': 'https://auto-mates.de/en'},We develop software robots that automate business processes so companies can increase their productivity and level up their value creation.
Autom Mate,https://websummit.com/appearances/lis24/8e144b69-06f1-4ebf-ac7b-3681ceb6f86a/autom-mate,United States,SaaS,"{'linkedin': 'https://www.linkedin.com/company/autommaterpa/?viewAsMember=true', 'crunchbase': 'https://www.crunchbase.com/organization/autom-mate', 'com/Autommate': 'https://x.com/Autommate', 'autommate': 'https://www.autommate.com/'}","Service Technology Orchestration. Workflow Automation and integration in one easy-to-use, low-code, high value platform."
Avaeda,https://websummit.com/appearances/lis24/ef09ca63-e9fc-41c7-92fc-70899c7bc50e/avaeda,France,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/avaeda', 'io/': 'https://avaeda.io/'}","Avaeda is an AI writing business proposals and answers to requests for tenders for you, relying on your knowledge base and your hints."
Ave Valley Smart Hub,https://websummit.com/appearances/lis24/9d93a10e-0d37-49f3-a191-1614a48c32ba/ave-valley-smart-hub,Portugal,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/ave-valley', 'com/avevalley': 'https://x.com/avevalley', 'avevalley': 'https://www.avevalley.ai/'}",Precision Fashion lifecycle management SaaS for ecodesigned products and ecomodulation manufacturing
avendo,https://websummit.com/appearances/lis24/6a977c83-1632-4ada-a4e2-19e352459ec4/avendo,Switzerland,Proptech & real estate,"{'linkedin': 'https://www.linkedin.com/company/avendo-ag', 'facebook': 'https://www.facebook.com/avendoimmo', 'com/avendo': 'https://instagram.com/avendo.ch', 'com/avendo_ch': 'https://x.com/avendo_ch', 'avendo': 'https://www.avendo.ch'}","avendo revolutionizes real estate by generating and qualifying buyer and seller leads using AI, leveraging Big Data and a powerful platform"
Avinashi AI,https://websummit.com/appearances/lis24/aa18c6e0-dd01-4ebf-8fb3-5dbcd1cf3828/avinashi-ai,India,AI & machine learning,{'avinashi': 'https://www.avinashi.ai'},"Your AI partner for growth. Our Enterprise AI Platform solutions that optimize operations, enhance decision-making, and drive innovation."
AwardMost,https://websummit.com/appearances/lis24/8107213c-f6d4-4baf-b5af-3c3d935faa53/awardmost,United Kingdom,Event management,"{'linkedin': 'https://www.linkedin.com/company/awardmost', 'crunchbase': 'https://www.crunchbase.com/organization/awardmost', 'com/award_most': 'https://twitter.com/award_most', 'com': 'https://awardmost.com'}",AwardMost is the leading awards management software designed to simplify the entire awards process; from nomination to recognition.
AWAYTER S.L.,https://websummit.com/appearances/lis24/143ce714-b98a-4600-9b7e-0a5375712ac9/awayter-s.l.,Spain,"Hardware, robotics & IoT","{'linkedin': 'https://www.linkedin.com/company/awayter', 'awayter': 'https://www.awayter.com/'}",We deliver customized solutions that revolutionize the user experience by integrating innovation and technology into industrial machinery
Awtra,https://websummit.com/appearances/lis24/ee1f42ca-c07c-4a4b-aeb1-2d76059b4cf6/awtra,Brazil,Education,"{'linkedin': 'https://www.linkedin.com/company/awtra', 'com/awtra': 'https://intagram.com/awtra.br', 'com': 'https://awtra.com.br'}","We train employees in compliance and cybersecurity through an auditable platform, featuring quick modules and experts."
Axilog,https://websummit.com/appearances/lis24/6e5ce135-cc51-4e98-bb5d-ab8e0433f98b/axilog,Morocco,Social media & networking,"{'linkedin': 'https://www.linkedin.com/in/abderrazzak-zeddari-27326615', 'ai': 'https://axilog.ai', 'mychannels': 'https://www.mychannels.ai'}","Channels is a radio app that empowers users to become journalists, creating and sharing content on sports, media, culture, and finance."
Aybee,https://websummit.com/appearances/lis24/4f8080e2-8e21-42c2-bdd8-bb2fe28b1e0a/aybee,Germany,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/aybee', 'getaybee': 'https://www.getaybee.com'}","By testing product ideas next to competitors and simulating real shopping experiences, we predict success of new products on marketplaces"
AZA PETROSOLUTIONS SA,https://websummit.com/appearances/lis24/4eb7f6aa-f11a-44b4-a56e-d03fc442acab/aza-petrosolutions-sa,Morocco,SaaS,"{'linkedin': 'https://www.linkedin.com/company/aza-petrosolutions', 'ma/': 'https://aza.ma/'}",AZA PETROSOLUTIONS specializes in the design of technological solutions and the creation of smart objects (IOT) for the petroleum sector.
Azagros,https://websummit.com/appearances/lis24/186d50bf-029a-492f-bafb-ee78c435369f/azagros,Brazil,Agritech & foodtech,{'com': 'https://azagros.com'},Maximize your agricultural productivity with Azagros: connecting seamlessly the field and the office!
AZKR Research,https://websummit.com/appearances/lis24/d084993e-99e7-44a9-8961-bcb6576e2a3f/azkr-research,Switzerland,Web3,"{'linkedin': 'https://www.linkedin.com/company/azkr', 'com/azkr_org': 'https://x.com/azkr_org', 'org/': 'https://azkr.org/'}","We're building Bank3, a scheme to send crypto assets to emails and social media accounts even if the recipient does not have a web3 wallet."
B'Smart,https://websummit.com/appearances/lis24/a2369d08-2d39-401a-8fea-c7299797183b/b'smart,Spain,"Hardware, robotics & IoT","{'linkedin': 'https://www.linkedin.com/company/bsmartiot', 'com/bsmartfleet2020': 'https://twitter.com/bsmartfleet2020', 'global': 'https://bsmart.global'}",B'Smart is helping Equipment Rental companies to digitalise their fleet in order to help them increasing productivity and reduce costs.
Back2Buzz,https://websummit.com/appearances/lis24/16ee0f1c-5752-4358-bed4-b37266f602f8/back2buzz,Belgium,Telecommunications & IT,"{'linkedin': 'https://www.linkedin.com/company/33453553/admin', 'com/back2buzz_be': 'https://instagram.com/back2buzz_be', 'com/Back_2_Buzz': 'https://twitter.com/Back_2_Buzz', 'facebook': 'https://www.facebook.com/back2buzzbe', 'back2buzz': 'https://www.back2buzz.eu'}","Back2Buzz is a refurbishing smartphone company, we also offer buyback possibility via smartphone application with autograding functionality"
Backona,https://websummit.com/appearances/lis24/70e35b36-e3e3-4a84-8e13-02ffe83b4fb6/backona,United Kingdom,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/93853072', 'com/backonaAI': 'https://x.com/backonaAI', 'facebook': 'https://www.facebook.com/backona', 'backona': 'https://www.backona.com'}","Backona AI lets you chat with your marketing data, request reports, insights, and predictions. It connects with Google Analytics and more."
Balancero OS,https://websummit.com/appearances/lis24/d417f13a-63f2-4b91-977a-7099ce2886d3/balancero-os,Spain,Energy & utilities,"{'linkedin': 'https://www.linkedin.com/company/balancero-os', 'com/': 'https://balanceroos.com/'}",Balancero is an energy management software for businesses. AI assistant that acts as professional energy consultant helping to reduce costs
Balansero,https://websummit.com/appearances/lis24/3275699e-81ae-4ce1-9614-ceaac0a728a8/balansero,Serbia,Sports & fitness,"{'com/balanseroapp': 'https://instagram.com/balanseroapp', 'com/ServalIT_ns': 'https://x.com/ServalIT_ns', 'com': 'https://balansero.com'}","Balance your teams quick and easy, anytime, anywhere. Fun new way to invite and rate your teammates."
Balvia Ecosystems,https://websummit.com/appearances/lis24/52ff91f5-b746-4602-b3ff-3ad9d7727b38/balvia-ecosystems,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/balvia-ecosystems/?viewAsMember=true', 'com/balviaecosystems': 'https://instagram.com/balviaecosystems', 'com': 'https://balviaecosystems.com', 'facebook': 'https://www.facebook.com/profile.php?id=100086556193248', 'balviaecosystems': 'https://www.balviaecosystems.com'}","Smart medication management for a healthier, happier life. Improve adherence, ease caregiver tasks. Your health, our priority"
Bamble,https://websummit.com/appearances/lis24/0fc128f5-19c2-40b6-991f-87fd2bf9af11/bamble,Portugal,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/bamble', 'com/bamble': 'https://instagram.com/bamble.io', 'com/bamble_io': 'https://twitter.com/bamble_io', 'facebook': 'https://www.facebook.com/bamble.io', 'bamble': 'https://www.bamble.io/'}",Career Co-pilot: Unlock your international tech career in 3 clicks
BAMBOLEO TALK,https://websummit.com/appearances/lis24/55ce9e07-df0e-494c-baad-32ab3cbad802/bamboleo-talk,Spain,Education,"{'linkedin': 'https://www.linkedin.com/company/bamboleotalk', 'com/bamboleo_talk': 'https://instagram.com/bamboleo_talk', 'com/BamboleoTalk': 'https://x.com/BamboleoTalk', 'facebook': 'https://www.facebook.com/bamboleotalk', 'com': 'http://bamboleotalk.com'}",BAMBOLEO TALK is the go-to platform for those committed to become fluent in a second language with help from the most empathetic community.
BANKSTORE LTD,https://websummit.com/appearances/lis24/a80b270c-5257-4db9-9476-2a5a2bf9038f/bankstore-ltd,United Kingdom,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/bank-store/posts/?feedView=all', 'crunchbase': 'https://www.crunchbase.com/organization/bankstore-865f', 'bankstore': 'https://www.bankstore.ai'}",Banking for Startups scaling & VC growth
BanmHT,https://websummit.com/appearances/lis24/6bf479fa-7c84-4052-b827-a7188c76a5a6/banmht,Haiti,E-commerce & retail,"{'com/banmht_?igsh=MW15OG05NDRhdjh5MA==': 'https://instagram.com/banmht_?igsh=MW15OG05NDRhdjh5MA==', 'com/BanmHt_': 'https://x.com/BanmHt_', 'facebook': 'https://www.facebook.com/share/HS91TQFVEptGfpCT/?mibextid=qi2Omg', 'com/': 'https://banmht.com/'}","Buy or sell on BanmHT ! Find everything you need, support local growth and be part of the future of e-commerce in Haiti on our platform !"
BannerBoo,https://websummit.com/appearances/lis24/26e54dfc-c088-4be1-a153-d826f1f1ef7e/bannerboo,Ukraine,"Advertising, content & marketing","{'co/company/bannerboo-online-html5-banner-maker': 'https://angel.co/company/bannerboo-online-html5-banner-maker', 'linkedin': 'https://www.linkedin.com/company/bannerboo', 'crunchbase': 'https://www.crunchbase.com/organization/bannerboo-online-html5-banner-maker', 'com/bannerboo_banner_maker': 'https://instagram.com/bannerboo_banner_maker', 'com/bannerbooteam': 'https://twitter.com/bannerbooteam', 'facebook': 'https://www.facebook.com/bannerbooo', 'com': 'https://bannerboo.com'}",AI-powered ad design platform for accelerating and automating ad creation processes. Animated and video ads for all kinds of platforms.
Barifix,https://websummit.com/appearances/lis24/3fc4864a-25cb-465b-9c64-10f891907ea5/barifix,Finland,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/barifix/posts/?feedView=all', 'com/_BariFix': 'https://x.com/_BariFix', 'app/': 'https://barifix.app/'}",Barifix is a game changing AI powered platform for bariatric surgery care path. It's a one stop solution for both patients and clinics
Baseella Ltd,https://websummit.com/appearances/lis24/cdfa4bdb-c16c-47d5-b82b-b7e40ff1f635/baseella-ltd,United Kingdom,Fintech & financial services,"{'linkedin': 'https://www.linkedin.com/company/baseella', 'crunchbase': 'https://www.crunchbase.com/organization/baseella', 'facebook': 'https://www.facebook.com/baseellaltd', 'com': 'https://baseella.com'}","Core banking software - ledger, payment orchestration, onboarding, CRM, internet bank, compliance module, and risk scoring."
BasicsEngage,https://websummit.com/appearances/lis24/5856de9d-37c2-4df9-935e-dcdd6e3ffa08/basicsengage,Egypt,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/85662869/admin/dashboard', 'crunchbase': 'https://www.crunchbase.com/organization/basicsengage', 'com/basicsengage_': 'https://instagram.com/basicsengage_', 'com/BasicsEngage': 'https://twitter.com/BasicsEngage', 'facebook': 'https://www.facebook.com/BasicsEngage', 'basicsengage': 'https://www.basicsengage.com/'}","Building an All-in-one marketing automation platform, engineered to accelerate sales, enhance retention and reduce customer churn."
Basket,https://websummit.com/appearances/lis24/9f9036f6-a5a3-476f-8dd0-b3251b6ed5e0/basket,Netherlands,E-commerce & retail,{'app': 'https://bask3t.app'},"Basket is a social commerce app connecting users with brands and products, empowering personalized shopping and driving community engagement"
Batchero,https://websummit.com/appearances/lis24/14821412-c765-4db7-8d55-4694e5f65931/batchero,France,Agritech & foodtech,"{'linkedin': 'https://www.linkedin.com/company/batchero', 'batchero': 'https://www.batchero.com'}","Batchero democratizes the private cook experience with an Uber-like model, solving the daily burden of cooking healthy meals for many."
BatteryCheck,https://websummit.com/appearances/lis24/94e52ace-4928-4f0a-9881-75671b6e43af/batterycheck,Czechia,Data & analytics,"{'linkedin': 'https://www.linkedin.com/company/batterycheck', 'com': 'https://batterycheck.com', 'batterycheck': 'https://www.batterycheck.com'}",Advanced battery monitoring providing real-time insights into battery health and predict potential battery issues before they occur.
Bau4You,https://websummit.com/appearances/lis24/d1ac500b-4ae3-41b8-8fec-06dad8db9f79/bau4you,Montenegro,Proptech & real estate,"{'linkedin': 'https://www.linkedin.com/company/doo-daime', 'crunchbase': 'https://www.crunchbase.com/organization/daime', 'com/bau4youjobs': 'https://instagram.com/bau4youjobs', 'co': 'https://bau4you.co'}",Construction platform powered by AI for your business
Bauger,https://websummit.com/appearances/lis24/7750e66c-12d3-411e-86cd-8df5869004e3/bauger,Sweden,SaaS,"{'linkedin': 'https://www.linkedin.com/company/bauger-se', 'se/': 'https://bauger.se/'}",DeathTech - the market that never dies! We create a B2B platform for easy communication and decision making during funeral planing.
Baulders,https://websummit.com/appearances/lis24/eb12bea5-0952-40b6-9063-f3c6998d1d17/baulders,France,SaaS,"{'linkedin': 'https://www.linkedin.com/company/89802503', 'baulders': 'https://www.baulders.com'}","AI-powered peer review platform for project management, enabling fast, reliable reviews by blending human and AI intelligence."
bayartis GmbH,https://websummit.com/appearances/lis24/75cbbdb9-1da0-407d-8d88-4b4a9a5f60cf/bayartis-gmbh,Switzerland,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/bayartis', 'com/BayartisHealth': 'https://twitter.com/BayartisHealth', 'bayartis': 'https://www.bayartis.com'}","Our smart medicine cabinet & app tackle polypharmacy, improving medication management, and enhancing lives for chronic disease patients."
Bcame S.r.l.,https://websummit.com/appearances/lis24/b7baf4b5-4f25-453d-91be-36067ac6c7aa/bcame-s.r.l.,Italy,E-commerce & retail,"{'linkedin': 'https://www.linkedin.com/company/bcame/?viewAsMember=true', 'bcame': 'https://www.bcame.it/'}","ICT consulting and e-commerce solutions development, leveraging extensive experience in omnichannel strategies and customer experiences"
Bclose Health - Making Your Health Easier,https://websummit.com/appearances/lis24/e6a47fde-4095-45c3-a8b0-a11efce90e5d/bclose-health---making-your-health-easier,Portugal,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/bclose-solutions', 'com/bclosept': 'https://instagram.com/bclosept', 'facebook': 'https://www.facebook.com/bcloseportugal', 'bhealth': 'https://www.bhealth.bclose.pt'}",It's a digital platform that integrates simple and intuitive health/wellness devices into an APP for preventive and daily care
BCMS,https://websummit.com/appearances/lis24/a2c6a7d3-8ca2-48f7-a37d-69ea622c25d8/bcms,Serbia,SaaS,"{'co/company/thebcms': 'https://angel.co/company/thebcms', 'linkedin': 'https://www.linkedin.com/company/thebcms', 'com/the_bcms': 'https://instagram.com/the_bcms', 'com/thebcms': 'https://twitter.com/thebcms', 'com': 'https://thebcms.com'}",API-based Content Management System for developers and their clients
BConnect,https://websummit.com/appearances/lis24/cbd92401-2ba7-42f3-b6e2-c11e2e4a44d4/bconnect,Portugal,Healthtech & wellness,"{'com/b_connect': 'https://instagram.com/b_connect.pt7/profilecard/?igsh=MWxrcGcxN3Rqb29wZA==', 'google': 'https://sites.google.com/view/bconnectpt/home?authuser=0&pli=1'}",The company offers a product combining multiple mechanisms that aim to prevent children and pets from being forgotten inside vehicles.
BD Analytics,https://websummit.com/appearances/lis24/6275bef6-e78c-435c-ba50-e9edebe7239d/bd-analytics,Brazil,E-commerce & retail,"{'linkedin': 'https://www.linkedin.com/company/bd-analytics', 'com/bd': 'https://instagram.com/bd.analytics', 'com': 'https://bdanalytics.com.br'}","Platform for training, planning and management of marketplace sellers in the largest E-commerce in Latin America."
Be Kind Network,https://websummit.com/appearances/lis24/4a1d27c4-7185-4f11-a079-51d3377e0e6e/be-kind-network,Colombia,Social media & networking,"{'linkedin': 'https://www.linkedin.com/in/egiral37', 'com/be_kind_network': 'https://instagram.com/be_kind_network', 'bekindnetwork': 'https://www.bekindnetwork.com/'}","We transform society by converting good deeds into economic benefits, social recognition, and actionable insights through BI."
Beam,https://websummit.com/appearances/lis24/384c81c0-7b59-4465-a232-58ab0ad8d26f/beam,Belgium,SaaS,"{'linkedin': 'https://www.linkedin.com/company/inevitablelabs', 'com/joinbeamdotio': 'https://x.com/joinbeamdotio', 'io': 'https://joinbeam.io'}","Beam is the OnlyFans for Brainiacs—helping experts monetize knowledge via live video and paid content, turning followers into clients."
BeamSec,https://websummit.com/appearances/lis24/61515f54-9361-4c3d-87b9-17708ebff7e9/beamsec,United Kingdom,Security,"{'linkedin': 'https://www.linkedin.com/company/beamsec', 'com/BeamSec': 'https://x.com/BeamSec', 'beamsec': 'https://www.beamsec.com/'}",Streamline your cybersecurity awareness training efforts and secure your inbound and outbound email communication
BeamXR,https://websummit.com/appearances/lis24/ac53b287-6c9a-4ef8-808f-f621e9799b5f/beamxr,United Kingdom,"Gaming, VR & AR","{'linkedin': 'https://www.linkedin.com/company/beam-xr-ltd', 'com/company/beam-xr-ltd': 'https://linkedin.com/company/beam-xr-ltd', 'io': 'https://beamxr.io'}",We enable VR gaming third-space opportunities across the headset barrier with lag-free live video streaming and social tools
Bearocracy,https://websummit.com/appearances/lis24/da3bead8-289b-40cd-8017-66da55179b5c/bearocracy,Poland,Education,{'bearocracy': 'https://www.bearocracy.com'},"Can you bear the challenge of city management? Build, lead, and outsmart the Bear Clerks! #game #edtech #urbanmanagement"
BeatHive,https://websummit.com/appearances/lis24/699d9392-6f35-403b-91d5-8f3b4f70c213/beathive,United Kingdom,Entertainment & media,"{'linkedin': 'https://www.linkedin.com/company/beathive', 'com/beathive': 'https://instagram.com/beathive.ai', 'beathive': 'https://www.beathive.ai'}",NextGen instrumental marketplace leveraging audio reference search to connect music artists with the perfect instrumentals.
BeatpulseLabs,https://websummit.com/appearances/lis24/5815960c-eda1-4957-90a6-110800e762d6/beatpulselabs,United States,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/beatpulselabs/?viewAsMember=true', 'beatpulselabs': 'https://www.beatpulselabs.com/'}","Proprietary, ethical data and end-to-end data services for Generative Music and Audio AI training."
BeBeep,https://websummit.com/appearances/lis24/805b5647-d6fc-4bc0-98c6-7c52e065aba1/bebeep,Montenegro,"Mobility, transportation & logistics","{'linkedin': 'https://www.linkedin.com/company/bebeep', 'com/bebeep': 'https://x.com/bebeep.me', 'bebeep': 'https://www.bebeep.me/'}","BeBeep connects travelers with underused limo services and carpooling, offering affordable, eco-friendly transport in the Balkans."
Beco Street,https://websummit.com/appearances/lis24/af1ba6e2-9e30-42bb-88b4-a8496baf2835/beco-street,Brazil,E-commerce & retail,"{'linkedin': 'https://www.linkedin.com/company/becostreet', 'crunchbase': 'https://www.crunchbase.com/organization/beco-street', 'com/beco': 'https://instagram.com/beco.streetart', 'facebook': 'https://www.facebook.com/leilaodobeco', 'becostreet': 'https://www.becostreet.com.br'}","Marketplace for Street Art, empowering artists with over 37,000% growth. Investing in urban art's future unlocking talent and impact."
Beeamond,https://websummit.com/appearances/lis24/4f232873-36a1-4b32-b258-efd864f6c2b7/beeamond,Serbia,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/beeamond', 'com/beeamondofficial': 'https://instagram.com/beeamondofficial', 'com/beeamond': 'https://x.com/beeamond', 'facebook': 'https://www.facebook.com/beeamondofficial', 'beeamond': 'https://www.beeamond.com'}","Innovating urban beekeeping with indoor hives, providing fresh honey bee products and services right in your home or workspace!"
beeco,https://websummit.com/appearances/lis24/58f3530d-22ee-4680-9187-d24ca48777b2/beeco,Hungary,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/beezzarajban', 'com/beeco_beethechange': 'https://instagram.com/beeco_beethechange', 'facebook': 'https://www.facebook.com/beeco.beethechange', 'beeco': 'https://www.beeco.hu'}",The eco-compass - Green solutions are closer than you'd think! A green platform connecting eco-conscious people with sustainable businesses.
Beekee,https://websummit.com/appearances/lis24/63205216-0494-43c3-9c04-9282bd8f508e/beekee,Switzerland,Education,"{'linkedin': 'https://www.linkedin.com/company/beekee', 'com/beekee': 'https://instagram.com/beekee.ch', 'com/beekee_official': 'https://twitter.com/beekee_official', 'ch/': 'https://beekee.ch/'}","Digital classrooms everywhere, without internet or power"
beem,https://websummit.com/appearances/lis24/0a6c07aa-52da-4332-a68b-c68d0329622f/beem,United Kingdom,"Advertising, content & marketing","{'linkedin': 'https://www.linkedin.com/company/beemad', 'com/beemadvertising': 'https://x.com/beemadvertising', 'uk': 'https://beemad.uk'}","beem empowers local businesses to connect with communities through dynamic, targeted, and impactful out-of-home ads."
BeeOurly,https://websummit.com/appearances/lis24/be961e7d-0eb1-4d49-bec6-c773129fda33/beeourly,Germany,Healthtech & wellness,"{'linkedin': 'https://www.linkedin.com/company/beeourly', 'com/beeourly?igsh=MTZlNnk1aXZrZWUyYQ==': 'https://instagram.com/beeourly?igsh=MTZlNnk1aXZrZWUyYQ==', 'facebook': 'https://www.facebook.com/beeourly', 'beeourly': 'https://www.beeourly.com'}","The Mindful Calendar with AI tools makes it easier to schedule meetings, manage appointments, and follow up with clients - all in one app"
BeesAM,https://websummit.com/appearances/lis24/f023ba41-81d5-4cb8-b1ad-eb3c9287b470/beesam,Ukraine,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/beesagainstmines', 'ai/': 'https://beesam.ai/'}",AI-powered robotic systems for contactless humanitarian demining
Beetle ForTech,https://websummit.com/appearances/lis24/023a1a5a-a1d5-40d4-97db-aa201d941aad/beetle-fortech,Austria,Sustainability & cleantech,"{'at': 'https://www.at.linkedin.com/company/beetle-fortech', 'com/beetlefortech?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==': 'https://instagram.com/beetlefortech?utm_source=ig_web_button_share_sheet&igsh=ZDNlZDc0MzIxNw==', 'com/': 'https://beetlefortech.com/'}","Beetle ForTech sets new agroforestry standards, tracing the geographic origin of commodities globally and conserving forest ecosystems."
Beewant,https://websummit.com/appearances/lis24/dbcd5178-3d1d-487c-a19c-c27d6512daa7/beewant,France,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/beewant', 'crunchbase': 'https://www.crunchbase.com/organization/beewant', 'com': 'https://beewant.com'}",Explore the future of work with our cutting-edge Multimodal AI solutions.
Beholder,https://websummit.com/appearances/lis24/f99b9a33-3ed0-4b29-9dfb-892d087d0a10/beholder,Estonia,Energy & utilities,"{'linkedin': 'https://www.linkedin.com/company/beholdergeoscience', 'earth/': 'https://beholder.earth/'}",We analise multimodal datasets fused from Geophisical Geological Tectonic and Remote sensing data to predict critical minerals deposits
BeHumans,https://websummit.com/appearances/lis24/d25a144f-bae9-4df6-9ab9-b69965f994f9/behumans,Spain,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/behumans', 'com/behumans_ai': 'https://instagram.com/behumans_ai', 'com/BeHumans_': 'https://twitter.com/BeHumans_', 'facebook': 'https://www.facebook.com/profile.php?id=100093967247666', 'com/': 'https://behumans.com/'}",Experience the future today with our AI-powered avatars. Revolutionize Your Workforce: Unleash the Power of Digital Humans!
"Bekia, inc",https://websummit.com/appearances/lis24/daeabf4c-6209-4875-8db8-87465ae4cbe9/bekia%2C-inc,Egypt,Sustainability & cleantech,"{'linkedin': 'https://www.linkedin.com/company/bekiaegypt', 'crunchbase': 'https://www.crunchbase.com/organization/bekia', 'com/bekiaegypt': 'https://twitter.com/bekiaegypt', 'facebook': 'https://www.facebook.com/bekiaegypt', 'com/': 'https://bekia-egypt.com/'}",Bekia is an App that people can use daily to make money from their daily home waste
Benefiti,https://websummit.com/appearances/lis24/1a310e3d-dc84-4bd0-87f8-09e37e7e2748/benefiti,Serbia,HR & recruitment,"{'linkedin': 'https://www.linkedin.com/company/benefiti', 'crunchbase': 'https://www.crunchbase.com/organization/benefiti', 'com/mojibenefiti': 'https://instagram.com/mojibenefiti', 'facebook': 'https://www.facebook.com/benefitirs', 'app': 'https://benefiti.app'}",One-stop-shop for personalised employee benefits within the employer budget
Beneko - a Circular Mobile Operator,https://websummit.com/appearances/lis24/a64ec4bc-c7ce-4961-b1a1-4f296ecfb033/beneko---a-circular-mobile-operator,United Kingdom,Telecommunications & IT,"{'uk': 'https://www.uk.linkedin.com/company/beneko', 'com/benekomobile': 'https://instagram.com/benekomobile', 'facebook': 'https://www.facebook.com/beneko.shop', 'com': 'https://beneko.com'}",Marketplace | telecom | subscriptions | cross border | sustainable | 20x exit in 5 years | ready to launch in every country
Benly,https://websummit.com/appearances/lis24/f61c4ad2-9792-4763-af44-f48036535af2/benly,Slovakia,Social media & networking,"{'com/benly_card': 'https://x.com/benly_card', 'benly': 'https://www.benly.sk'}",Contactless business cards for networking enthusiasts.
Bespokely,https://websummit.com/appearances/lis24/cfd5d799-11b0-42d6-a91d-bb13ec53a293/bespokely,United States,Travel & hospitality,{'io': 'https://bespokely.io'},The all-in-one platform for hospitality businesses - Easily craft personalized customer experiences using AI-powered templates
Bestie Bite,https://websummit.com/appearances/lis24/f4cbc7ea-bf6c-4a76-b626-2ca2849e8efd/bestie-bite,Italy,Travel & hospitality,"{'linkedin': 'https://www.linkedin.com/company/bestie-bite-app', 'crunchbase': 'https://www.crunchbase.com/organization/bestie-bite', 'com/bestie_bite': 'https://instagram.com/bestie_bite', 'bestiebite': 'https://www.bestiebite.it/en/'}",Bestie Bite is a video-driven marketplace for discovering and reviewing hospitality spots
bettair.life,https://websummit.com/appearances/lis24/4e72a477-89fa-47e3-9593-2bd69b827f91/bettair.life,Netherlands,SaaS,"{'linkedin': 'https://www.linkedin.com/company/bettair-life', 'crunchbase': 'https://www.crunchbase.com/organization/bettair', 'com/bettairlife': 'https://x.com/bettairlife', 'bettair': 'https://www.bettair.life'}",Transforming corporate distractions into data-driven growth.
BeVi AI FlexCo,https://websummit.com/appearances/lis24/11457fd2-58fd-47b1-8d7f-71aac80324b1/bevi-ai-flexco,Austria,AI & machine learning,"{'linkedin': 'https://www.linkedin.com/company/98610952', 'crunchbase': 'https://www.crunchbase.com/organization/bevi-ai', 'com/bevi': 'https://instagram.com/bevi.ai', 'com/': 'https://beviai.com/'}",Real-time AI model that captures the most impressive product photos.
